"","Category","Term","Count","%","PValue","Genes","List Total","Pop Hits","Pop Total","Fold Enrichment","Bonferroni","Benjamini","FDR","Overlap"
"630","GOTERM_BP_FAT","GO:0070371~ERK1 and ERK2 cascade","23","2.33029382","0.007429867","ERRFI1, CSF1R, CD74, ATP6AP1, ANGPT1, DUSP1, GSTP1, PTEN, FBLN1, PTPN11, NOD1, NDRG2, ADRA1A, ICAM1, CCL9, CCL6, TRPV4, WNK2, P2RY1, RAPGEF1, CTSH, CD36, FGFR3","849","264","17911","1.837959989","1","0.1248101","0.119072375","No"
"631","GOTERM_BP_FAT","GO:0051246~regulation of protein metabolic process","143","14.48834853","0.007983181","CYFIP2, ERRFI1, SLC27A1, NDUFA13, CSF1, UBXN2A, TACO1, SERPINE1, HBB-B1, CLU, ICAM1, AQP1, ZFP36, OGFOD1, ZC3H12A, TNFSF10, ARL6IP5, CDK5RAP1, ENPP2, EPHB1, IER3, MAP2K3, CAST, ACSL1, DAPK1, MAGI2, RNF128, MAPKAPK2, DDIT4, SERPING1, NHLRC1, TRIB1, RTN4R, CSF1R, FECH, CFH, DCUN1D2, FBLN1, CREBL2, PIK3R1, NDRG2, HIGD1A, MTM1, SOCS3, PRKAR2A, CMYA5, PSAP, PACSIN3, HHATL, STAT5B, ACE, BDNF, WFS1, PRG4, SERPINA3N, NR4A1, PM20D2, MAVS, BCL6, KITL, SERPINB6B, PKIA, WNK2, TRPV4, MOB2, TOLLIP, ID1, HRC, CYCS, FGFR3, RET, FLT1, ITGB2, PTEN, APIP, ADRA1A, CYR61, HERPUD1, SMPD1, RB1CC1, ENSA, CTSH, CD36, TIMP4, CTSC, ATP6AP1, DUSP1, STRADB, ICOSL, KLF15, F3, DCN, RGMA, IMPACT, IRF1, RAPGEF1, MAPRE3, STK40, LRRC15, ANKS1, ROCK2, GSTP1, LRTM1, LRP5, NOD1, NOL3, CST3, CCL9, CLEC3B, CCL6, P2RY1, GNA12, APBB1, FNIP1, UBQLN4, EIF4E, XDH, CD55, FKTN, PTCD3, CD74, IL33, EGLN3, GSN, FEM1A, ANGPT1, STAT3, DTNBP1, PTPN11, IFI202B, SORL1, SVIP, PSMB9, PER2, PINK1, BC004004, 0610009O20RIK, FAS, PTPN6, GPD1L, PI16, LPIN1, PTPN3","849","2483","17911","1.214986526","1","0.1316917","0.125637616","No"
"632","GOTERM_BP_FAT","GO:0031399~regulation of protein modification process","97","9.827760892","0.011883815","ERRFI1, SLC27A1, CSF1, UBXN2A, HBB-B1, CLU, ICAM1, ZC3H12A, ARL6IP5, CDK5RAP1, ENPP2, EPHB1, MAP2K3, ACSL1, MAGI2, DDIT4, NHLRC1, TRIB1, RTN4R, CSF1R, FECH, DCUN1D2, FBLN1, CREBL2, PIK3R1, NDRG2, HIGD1A, SOCS3, PRKAR2A, CMYA5, PSAP, HHATL, ACE, BDNF, WFS1, MAVS, BCL6, KITL, PKIA, WNK2, TRPV4, MOB2, TOLLIP, ID1, HRC, FGFR3, RET, FLT1, ITGB2, PTEN, APIP, ADRA1A, CYR61, HERPUD1, SMPD1, RB1CC1, ENSA, CD36, ATP6AP1, DUSP1, STRADB, KLF15, DCN, RGMA, IMPACT, IRF1, RAPGEF1, MAPRE3, STK40, LRRC15, ANKS1, ROCK2, GSTP1, LRTM1, LRP5, NOD1, CCL9, CCL6, P2RY1, FNIP1, XDH, FKTN, CD74, FEM1A, ANGPT1, STAT3, DTNBP1, PTPN11, SORL1, SVIP, PER2, PINK1, BC004004, FAS, PTPN6, GPD1L, LPIN1","849","1618","17911","1.264751959","1","0.181567709","0.173220744","No"
"633","GOTERM_BP_FAT","GO:0000165~MAPK cascade","47","4.761904762","0.012646112","RET, ERRFI1, CSF1R, FLT1, GSTP1, PTEN, APIP, NOD1, FBLN1, NDRG2, ADRA1A, CYR61, ICAM1, CCL9, ZFP36, CCL6, RB1CC1, SMPD1, P2RY1, ZC3H12A, PSAP, ARL6IP5, CTSH, CD36, XDH, EPHB1, FKTN, MAP2K3, CD74, FEM1A, ATP6AP1, ANGPT1, DUSP1, STRADB, DTNBP1, PTPN11, SORL1, MAPKAPK3, KITL, TRPV4, WNK2, MAPKAPK2, RAPGEF1, FAS, PTPN6, TRIB1, FGFR3","849","691","17911","1.434934093","1","0.189603044","0.180886682","No"
"634","GOTERM_BP_FAT","GO:0032268~regulation of cellular protein metabolic process","132","13.37386018","0.012859679","CYFIP2, ERRFI1, SLC27A1, NDUFA13, CSF1, UBXN2A, TACO1, SERPINE1, HBB-B1, CLU, ICAM1, AQP1, ZFP36, OGFOD1, ZC3H12A, TNFSF10, ARL6IP5, CDK5RAP1, ENPP2, EPHB1, MAP2K3, CAST, ACSL1, DAPK1, MAGI2, DDIT4, SERPING1, NHLRC1, TRIB1, RTN4R, CSF1R, FECH, DCUN1D2, FBLN1, CREBL2, PIK3R1, NDRG2, HIGD1A, MTM1, SOCS3, PRKAR2A, CMYA5, PSAP, PACSIN3, HHATL, ACE, BDNF, WFS1, SERPINA3N, NR4A1, PM20D2, MAVS, BCL6, KITL, SERPINB6B, PKIA, WNK2, TRPV4, MOB2, TOLLIP, ID1, HRC, CYCS, FGFR3, RET, FLT1, ITGB2, PTEN, APIP, ADRA1A, CYR61, HERPUD1, SMPD1, RB1CC1, ENSA, CTSH, CD36, TIMP4, CTSC, ATP6AP1, DUSP1, STRADB, KLF15, F3, DCN, RGMA, IMPACT, IRF1, RAPGEF1, MAPRE3, STK40, LRRC15, ANKS1, ROCK2, GSTP1, LRTM1, LRP5, NOD1, NOL3, CST3, CCL9, CLEC3B, CCL6, P2RY1, GNA12, FNIP1, UBQLN4, EIF4E, XDH, FKTN, PTCD3, CD74, IL33, EGLN3, GSN, FEM1A, ANGPT1, STAT3, DTNBP1, PTPN11, IFI202B, SORL1, SVIP, PER2, PINK1, BC004004, FAS, PTPN6, GPD1L, PI16, LPIN1, PTPN3","849","2298","17911","1.211814237","1","0.191463022","0.182661153","No"
"635","GOTERM_BP_FAT","GO:0023014~signal transduction by protein phosphorylation","47","4.761904762","0.013727356","RET, ERRFI1, CSF1R, FLT1, GSTP1, PTEN, APIP, NOD1, FBLN1, NDRG2, ADRA1A, CYR61, ICAM1, CCL9, ZFP36, CCL6, RB1CC1, SMPD1, P2RY1, ZC3H12A, PSAP, ARL6IP5, CTSH, CD36, XDH, EPHB1, FKTN, MAP2K3, CD74, FEM1A, ATP6AP1, ANGPT1, DUSP1, STRADB, DTNBP1, PTPN11, SORL1, MAPKAPK3, KITL, TRPV4, WNK2, MAPKAPK2, RAPGEF1, FAS, PTPN6, TRIB1, FGFR3","849","695","17911","1.426675479","1","0.197507721","0.188427968","No"
"636","GOTERM_BP_FAT","GO:0001932~regulation of protein phosphorylation","80","8.105369807","0.014600501","RET, ERRFI1, SLC27A1, FLT1, CSF1, ITGB2, PTEN, APIP, HBB-B1, ADRA1A, CLU, CYR61, ICAM1, RB1CC1, SMPD1, ZC3H12A, CDK5RAP1, ENPP2, ARL6IP5, CD36, EPHB1, MAP2K3, ATP6AP1, ACSL1, DUSP1, STRADB, DCN, RGMA, IMPACT, IRF1, DDIT4, RAPGEF1, MAPRE3, TRIB1, STK40, RTN4R, CSF1R, LRRC15, FECH, ROCK2, GSTP1, LRTM1, LRP5, FBLN1, NOD1, CREBL2, PIK3R1, HIGD1A, NDRG2, SOCS3, CCL9, CCL6, PRKAR2A, P2RY1, PSAP, FNIP1, XDH, FKTN, CD74, ACE, FEM1A, ANGPT1, BDNF, STAT3, DTNBP1, PTPN11, SORL1, PINK1, MAVS, KITL, TRPV4, MOB2, PKIA, WNK2, ID1, HRC, FAS, PTPN6, GPD1L, FGFR3","849","1309","17911","1.289325239","1","0.205014039","0.195589208","No"
"637","GOTERM_BP_FAT","GO:0044093~positive regulation of molecular function","76","7.700101317","0.026679763","CYFIP2, SLC27A1, NDUFA13, FLT1, CSF1, ITGB2, PTEN, ADRA1A, CLU, CYR61, ABRA, CTSS, ICAM1, HERPUD1, RGS4, CSRP3, JPH2, TNFSF10, ARL6IP5, CTSH, B2M, MAP2K3, ADPRHL1, ACSL1, DAPK1, GSTO1, S100A1, STRADB, TESC, MAGI2, ARHGEF19, F3, RGMA, EEF1A2, FDX1, CAT, RAPGEF1, MAPRE3, TRIB1, PLIN5, RTN4R, PFKFB2, CSF1R, ASAP3, LRP5, DCUN1D2, NOD1, ADCY1, HIGD1A, ADCY7, PRDX3, CCL9, CCL6, XDH, GPIHBP1, CD74, EGLN3, ACE, GSN, ANGPT1, BDNF, WFS1, MID1IP1, STAT3, PTPN11, SORL1, PINK1, MAVS, KITL, BC004004, WNK2, CYCS, FAS, RGL3, GSTM7, FGFR3","849","1270","17911","1.262472756","1","0.313560509","0.299145619","No"
"638","GOTERM_BP_FAT","GO:0043085~positive regulation of catalytic activity","59","5.977710233","0.036102794","CYFIP2, SLC27A1, NDUFA13, FLT1, CSF1, PTEN, ADRA1A, CLU, CYR61, ICAM1, RGS4, TNFSF10, ARL6IP5, CTSH, MAP2K3, ADPRHL1, ACSL1, DAPK1, STRADB, MAGI2, ARHGEF19, F3, RGMA, EEF1A2, FDX1, RAPGEF1, MAPRE3, TRIB1, PLIN5, RTN4R, PFKFB2, CSF1R, ASAP3, DCUN1D2, NOD1, ADCY1, HIGD1A, ADCY7, CCL9, CCL6, XDH, GPIHBP1, CD74, EGLN3, ACE, GSN, ANGPT1, WFS1, MID1IP1, STAT3, PTPN11, SORL1, PINK1, KITL, BC004004, CYCS, FAS, RGL3, FGFR3","849","965","17911","1.289842973","1","0.372462427","0.35533972","No"
"639","GOTERM_BP_FAT","GO:0070374~positive regulation of ERK1 and ERK2 cascade","16","1.621073961","0.036654936","CSF1R, CD74, ATP6AP1, ANGPT1, PTEN, PTPN11, NOD1, ADRA1A, ICAM1, CCL9, CCL6, TRPV4, P2RY1, RAPGEF1, CD36, FGFR3","849","190","17911","1.77655446","1","0.375375558","0.358118929","No"
"640","GOTERM_BP_FAT","GO:0043408~regulation of MAPK cascade","43","4.356636272","0.042777162","ERRFI1, CSF1R, FLT1, GSTP1, PTEN, APIP, NOD1, FBLN1, NDRG2, ADRA1A, CYR61, ICAM1, CCL9, CCL6, RB1CC1, SMPD1, P2RY1, ZC3H12A, PSAP, ARL6IP5, CD36, XDH, EPHB1, FKTN, MAP2K3, CD74, FEM1A, ATP6AP1, ANGPT1, DUSP1, DTNBP1, PTPN11, SORL1, KITL, TRPV4, WNK2, ID1, RAPGEF1, FAS, PTPN6, TRIB1, FGFR3, STK40","849","675","17911","1.34393055","1","0.414028726","0.394995148","No"
"641","GOTERM_BP_FAT","GO:0006464~cellular protein modification process","185","18.74366768","0.047445846","ERRFI1, SLC27A1, PGAP2, CSF1, UBXN2A, MPI, HBB-B1, F13A1, CLU, ICAM1, MYLK4, ZFP36, RUSC1, OGFOD1, ZC3H12A, ARL6IP5, CDK5RAP1, ENPP2, PIM3, EPHB1, PDK2, EPM2A, MAP2K3, KCMF1, AGTPBP1, ADPRHL1, PPTC7, ACSL1, DAPK1, ENTPD5, MAGI2, PHKA1, CDC34, RNF128, MAPKAPK3, MAPKAPK2, DDIT4, SIK1, NHLRC1, TRIB1, FKBP4, RTN4R, CSF1R, FECH, DCUN1D2, FBLN1, CREBL2, PIK3R1, NDRG2, HIGD1A, ART3, MTM1, ART1, PRDX3, FBXO40, SOCS3, PRKAR2A, CMYA5, PSAP, ST3GAL5, RPRD1A, IP6K3, WDTC1, B3GALNT2, HHATL, NUS1, NEK9, CDK18, PTPRN2, ACE, DMPK, BDNF, WFS1, KLHL21, FBXO32, PTPRB, MAVS, NCEH1, P4HA1, BCL6, P4HA2, KITL, KLHDC8A, PAH, PKIA, WNK2, TRPV4, MOB2, TOLLIP, ID1, HRC, FGFR3, RET, TRIM72, FLT1, RNF13, ITGB2, PTEN, APIP, PRKAG1, MTR, DUSP18, ADRA1A, CYR61, HERPUD1, SMPD1, RB1CC1, ENSA, CTSH, CD36, HIST1H1C, PCMTD1, DSP, PARP3, ATP6AP1, DUSP1, STRADB, UBE2QL1, SIRT5, WIPI1, KLF15, DCN, RGMA, IMPACT, SDHAF2, OAS2, IRF1, B3GNT3, RAPGEF1, MAPRE3, STK40, ATG4D, LRRC15, ANKS1, ROCK2, GSTP1, LRTM1, LRP5, ASB14, NOD1, ASB11, PPM1K, ASB15, TRAK2, CCL9, EXTL1, CCL6, ASB10, P2RY1, FAM63B, APBB1, AGA, FNIP1, XDH, FKTN, EGLN1, USP24, CD74, EGLN3, FEM1A, ANGPT1, STAT3, DTNBP1, VEGFB, WWP1, PTPN11, SORL1, SVIP, PER2, SH3RF2, PINK1, PDP2, SBK1, ZDHHC9, BC004004, AXL, KLHL7, TTLL1, FAS, PTPN6, ASB5, GPD1L, LPIN1, OTUD1, PTPN3","849","3474","17911","1.1234508","1","0.448394684","0.427781246","No"
"642","GOTERM_BP_FAT","GO:0036211~protein modification process","185","18.74366768","0.047445846","ERRFI1, SLC27A1, PGAP2, CSF1, UBXN2A, MPI, HBB-B1, F13A1, CLU, ICAM1, MYLK4, ZFP36, RUSC1, OGFOD1, ZC3H12A, ARL6IP5, CDK5RAP1, ENPP2, PIM3, EPHB1, PDK2, EPM2A, MAP2K3, KCMF1, AGTPBP1, ADPRHL1, PPTC7, ACSL1, DAPK1, ENTPD5, MAGI2, PHKA1, CDC34, RNF128, MAPKAPK3, MAPKAPK2, DDIT4, SIK1, NHLRC1, TRIB1, FKBP4, RTN4R, CSF1R, FECH, DCUN1D2, FBLN1, CREBL2, PIK3R1, NDRG2, HIGD1A, ART3, MTM1, ART1, PRDX3, FBXO40, SOCS3, PRKAR2A, CMYA5, PSAP, ST3GAL5, RPRD1A, IP6K3, WDTC1, B3GALNT2, HHATL, NUS1, NEK9, CDK18, PTPRN2, ACE, DMPK, BDNF, WFS1, KLHL21, FBXO32, PTPRB, MAVS, NCEH1, P4HA1, BCL6, P4HA2, KITL, KLHDC8A, PAH, PKIA, WNK2, TRPV4, MOB2, TOLLIP, ID1, HRC, FGFR3, RET, TRIM72, FLT1, RNF13, ITGB2, PTEN, APIP, PRKAG1, MTR, DUSP18, ADRA1A, CYR61, HERPUD1, SMPD1, RB1CC1, ENSA, CTSH, CD36, HIST1H1C, PCMTD1, DSP, PARP3, ATP6AP1, DUSP1, STRADB, UBE2QL1, SIRT5, WIPI1, KLF15, DCN, RGMA, IMPACT, SDHAF2, OAS2, IRF1, B3GNT3, RAPGEF1, MAPRE3, STK40, ATG4D, LRRC15, ANKS1, ROCK2, GSTP1, LRTM1, LRP5, ASB14, NOD1, ASB11, PPM1K, ASB15, TRAK2, CCL9, EXTL1, CCL6, ASB10, P2RY1, FAM63B, APBB1, AGA, FNIP1, XDH, FKTN, EGLN1, USP24, CD74, EGLN3, FEM1A, ANGPT1, STAT3, DTNBP1, VEGFB, WWP1, PTPN11, SORL1, SVIP, PER2, SH3RF2, PINK1, PDP2, SBK1, ZDHHC9, BC004004, AXL, KLHL7, TTLL1, FAS, PTPN6, ASB5, GPD1L, LPIN1, OTUD1, PTPN3","849","3474","17911","1.1234508","1","0.448394684","0.427781246","No"
"643","GOTERM_BP_FAT","GO:0006468~protein phosphorylation","97","9.827760892","0.058443484","ERRFI1, SLC27A1, CSF1, HBB-B1, CLU, ICAM1, MYLK4, ZFP36, ZC3H12A, ARL6IP5, CDK5RAP1, ENPP2, PIM3, EPHB1, PDK2, MAP2K3, ACSL1, DAPK1, PHKA1, MAPKAPK3, MAPKAPK2, DDIT4, SIK1, TRIB1, RTN4R, CSF1R, FECH, FBLN1, CREBL2, PIK3R1, NDRG2, HIGD1A, SOCS3, PRKAR2A, PSAP, IP6K3, NEK9, CDK18, ACE, DMPK, BDNF, MAVS, KITL, PKIA, WNK2, TRPV4, MOB2, ID1, HRC, FGFR3, RET, FLT1, ITGB2, PTEN, APIP, PRKAG1, ADRA1A, CYR61, SMPD1, RB1CC1, CTSH, CD36, ATP6AP1, DUSP1, STRADB, DCN, RGMA, IMPACT, IRF1, RAPGEF1, MAPRE3, STK40, LRRC15, ROCK2, GSTP1, LRTM1, LRP5, NOD1, CCL9, CCL6, P2RY1, FNIP1, XDH, FKTN, CD74, FEM1A, ANGPT1, STAT3, DTNBP1, PTPN11, SORL1, PINK1, SBK1, AXL, FAS, PTPN6, GPD1L","849","1737","17911","1.178105164","1","0.52038824","0.49646514","No"
"644","GOTERM_BP_FAT","GO:0051247~positive regulation of protein metabolic process","80","8.105369807","0.078559177","RET, CYFIP2, SLC27A1, NDUFA13, FLT1, CSF1, PTEN, ADRA1A, CLU, CYR61, ICAM1, HERPUD1, RB1CC1, SMPD1, ZC3H12A, TNFSF10, CDK5RAP1, ENPP2, ARL6IP5, CTSH, CD36, CTSC, IER3, MAP2K3, ATP6AP1, ACSL1, DAPK1, STRADB, MAGI2, ICOSL, F3, RGMA, IMPACT, IRF1, MAPKAPK2, RAPGEF1, NHLRC1, MAPRE3, TRIB1, CSF1R, ROCK2, DCUN1D2, NOD1, CREBL2, PIK3R1, HIGD1A, CLEC3B, CCL9, CCL6, P2RY1, PSAP, PACSIN3, FNIP1, XDH, CD74, IL33, STAT5B, EGLN3, ACE, GSN, ANGPT1, BDNF, WFS1, STAT3, DTNBP1, PTPN11, SORL1, SVIP, PINK1, MAVS, BCL6, KITL, BC004004, TRPV4, MOB2, TOLLIP, CYCS, FAS, LPIN1, FGFR3","849","1428","17911","1.181881469","1","0.631722102","0.602680803","No"
"645","GOTERM_BP_FAT","GO:0032270~positive regulation of cellular protein metabolic process","74","7.497467072","0.104852915","RET, CYFIP2, SLC27A1, NDUFA13, FLT1, CSF1, PTEN, ADRA1A, CLU, CYR61, ICAM1, HERPUD1, RB1CC1, SMPD1, ZC3H12A, TNFSF10, CDK5RAP1, ENPP2, ARL6IP5, CTSH, CD36, CTSC, MAP2K3, ATP6AP1, ACSL1, DAPK1, STRADB, MAGI2, F3, RGMA, IMPACT, RAPGEF1, NHLRC1, MAPRE3, TRIB1, CSF1R, ROCK2, DCUN1D2, NOD1, CREBL2, PIK3R1, HIGD1A, CLEC3B, CCL9, CCL6, P2RY1, PSAP, PACSIN3, FNIP1, XDH, CD74, IL33, EGLN3, ACE, GSN, ANGPT1, BDNF, WFS1, STAT3, DTNBP1, PTPN11, SVIP, PINK1, MAVS, BCL6, KITL, BC004004, TRPV4, MOB2, TOLLIP, CYCS, FAS, LPIN1, FGFR3","849","1334","17911","1.170275286","1","0.728972003","0.695459966","No"
"646","GOTERM_BP_FAT","GO:0045937~positive regulation of phosphate metabolic process","58","5.87639311","0.156208825","RET, SLC27A1, FLT1, CSF1, PTEN, ADRA1A, CLU, CYR61, ICAM1, RB1CC1, SMPD1, ZC3H12A, ENPP2, ARL6IP5, CD36, MAP2K3, ATP6AP1, ACSL1, STRADB, ENTPD5, MAGI2, RGMA, EEF1A2, GPD1, RAPGEF1, MAPRE3, PFKFB2, CSF1R, ROCK2, NOD1, CREBL2, PIK3R1, ADCY1, HIGD1A, ADCY7, CCL9, CCL6, P2RY1, PSAP, FNIP1, XDH, CD74, ACE, ANGPT1, BDNF, WFS1, STAT3, DTNBP1, PTPN11, GCK, PINK1, MAVS, KITL, TRPV4, MOB2, FAS, MRAP2, FGFR3","849","1053","17911","1.162015085","1","0.886051674","0.845318428","No"
"647","GOTERM_BP_FAT","GO:0010562~positive regulation of phosphorus metabolic process","58","5.87639311","0.156208825","RET, SLC27A1, FLT1, CSF1, PTEN, ADRA1A, CLU, CYR61, ICAM1, RB1CC1, SMPD1, ZC3H12A, ENPP2, ARL6IP5, CD36, MAP2K3, ATP6AP1, ACSL1, STRADB, ENTPD5, MAGI2, RGMA, EEF1A2, GPD1, RAPGEF1, MAPRE3, PFKFB2, CSF1R, ROCK2, NOD1, CREBL2, PIK3R1, ADCY1, HIGD1A, ADCY7, CCL9, CCL6, P2RY1, PSAP, FNIP1, XDH, CD74, ACE, ANGPT1, BDNF, WFS1, STAT3, DTNBP1, PTPN11, GCK, PINK1, MAVS, KITL, TRPV4, MOB2, FAS, MRAP2, FGFR3","849","1053","17911","1.162015085","1","0.886051674","0.845318428","No"
"648","GOTERM_BP_FAT","GO:0042327~positive regulation of phosphorylation","52","5.268490375","0.162611956","RET, SLC27A1, FLT1, CSF1, PTEN, ADRA1A, CLU, CYR61, ICAM1, RB1CC1, ZC3H12A, ENPP2, ARL6IP5, CD36, MAP2K3, ATP6AP1, ACSL1, STRADB, ENTPD5, RGMA, EEF1A2, GPD1, RAPGEF1, MAPRE3, PFKFB2, CSF1R, ROCK2, NOD1, CREBL2, PIK3R1, HIGD1A, CCL9, CCL6, P2RY1, PSAP, FNIP1, XDH, CD74, ACE, ANGPT1, BDNF, STAT3, DTNBP1, PTPN11, GCK, PINK1, MAVS, KITL, TRPV4, MOB2, FAS, FGFR3","849","934","17911","1.174542162","1","0.907722439","0.865992952","No"
"649","GOTERM_BP_FAT","GO:0031401~positive regulation of protein modification process","58","5.87639311","0.216582682","RET, SLC27A1, FLT1, CSF1, PTEN, ADRA1A, CLU, CYR61, ICAM1, RB1CC1, SMPD1, ZC3H12A, ENPP2, ARL6IP5, CD36, MAP2K3, ATP6AP1, ACSL1, STRADB, MAGI2, RGMA, RAPGEF1, NHLRC1, MAPRE3, TRIB1, CSF1R, ROCK2, DCUN1D2, NOD1, CREBL2, PIK3R1, HIGD1A, CCL9, CCL6, P2RY1, PSAP, FNIP1, XDH, CD74, ACE, ANGPT1, BDNF, WFS1, STAT3, DTNBP1, PTPN11, SVIP, PINK1, MAVS, BCL6, KITL, BC004004, TRPV4, MOB2, TOLLIP, FAS, LPIN1, FGFR3","849","1082","17911","1.130870503","1","1","0.954177057","No"
"650","GOTERM_BP_FAT","GO:0048584~positive regulation of response to stimulus","93","9.422492401","0.281329256","FLT1, 1810011O10RIK, TFRC, CSF1, SLC44A2, SERPINE1, PTEN, AKR1B3, PVR, ADRA1A, CLU, CYR61, ABRA, HK2, CTSS, ICAM1, HERPUD1, C4B, JPH2, LAMP1, RB1CC1, ZC3H12A, TNFSF10, ARL6IP5, CTSH, ENPP4, CD36, LMCD1, B2M, CTSC, TMED4, CMKLR1, MAP2K3, ATP6AP1, GSTO1, TAP2, F3, PGF, DCN, MAPKAPK3, IRF1, MAPKAPK2, CAT, RAPGEF1, MAL, SERPING1, SOS2, CFD, C1QB, CSF1R, C1QA, INTU, CFH, NOD1, PIK3R1, SCUBE2, CCL9, IGKC, CCL6, OXCT1, P2RY1, PSAP, APBB1, XDH, CD55, CD74, IL33, STAT5B, ACE, GSN, ANGPT1, BDNF, AI464131, BNIP3, STAT3, VEGFB, G0S2, PTPN11, FGF16, PINK1, MAVS, NR4A3, LRG1, KITL, AXL, TRPV4, FAS, PTPN6, GSTM7, FGFR3, LIMS2, C1QC, H2-AB1","849","1834","17911","1.069783169","1","1","0.954177057","No"
"651","GOTERM_BP_FAT","GO:0001934~positive regulation of protein phosphorylation","47","4.761904762","0.293705335","RET, CSF1R, SLC27A1, FLT1, CSF1, ROCK2, PTEN, NOD1, CREBL2, PIK3R1, HIGD1A, CLU, ADRA1A, CYR61, ICAM1, CCL9, CCL6, RB1CC1, P2RY1, ZC3H12A, PSAP, ARL6IP5, ENPP2, CD36, FNIP1, XDH, MAP2K3, CD74, ACE, ATP6AP1, ANGPT1, ACSL1, BDNF, STRADB, STAT3, DTNBP1, PTPN11, RGMA, PINK1, MAVS, KITL, TRPV4, MOB2, RAPGEF1, FAS, MAPRE3, FGFR3","849","893","17911","1.110346538","1","1","0.954177057","No"
"652","GOTERM_BP_FAT","GO:0031325~positive regulation of cellular metabolic process","137","13.8804458","0.322860851","CYFIP2, SLC27A1, NDUFA13, TFRC, CSF1, CLU, ABRA, ICAM1, ZFP36, ZC3H12A, NAMPT, TNFSF10, ARL6IP5, CDK5RAP1, ENPP2, MLYCD, JUNB, MAP2K3, DGAT2, ACSL1, DAPK1, ENTPD5, MAGI2, HFE2, PYGO1, MAPKAPK2, EEF1A2, GPD1, NHLRC1, TRIB1, ATF5, ATF6, PFKFB2, CSF1R, MAOB, EPAS1, DCUN1D2, CREBL2, PIK3R1, HIGD1A, PSAP, PACSIN3, SLC38A3, STAT5B, ACE, BDNF, WFS1, ZBTB16, ESRRB, NR1D2, ELL2, FOSL2, NR4A1, MAVS, NR4A3, BCL6, KITL, TRPV4, MOB2, TOLLIP, CYCS, FGFR3, MRAP2, RET, CSRNP1, ABCD2, THRB, FLT1, ITGB2, PTEN, ADRA1A, CYR61, HERPUD1, CSRP3, SIX4, SMPD1, RB1CC1, CTSH, SCD1, CD36, CTSC, PARP3, ATP6AP1, STRADB, TESC, ICOSL, TFB2M, KLF15, F3, DCN, RGMA, IMPACT, IRF1, RAPGEF1, MAPRE3, PPARA, PLIN5, CEBPD, ROCK2, GSTP1, LRP5, NOD1, ADCY1, ADCY7, CST3, CCL9, CLEC3B, CCL6, P2RY1, APBB1, FNIP1, XDH, RXRG, EGLN1, ATAD1, CD74, IL33, EGLN3, GSN, ANGPT1, PCGF5, MID1IP1, STAT3, DTNBP1, PTPN11, SORBS1, SOD2, SVIP, GCK, PINK1, GPAM, BC004004, KLF9, FAS, LPIN1, MURC, PNPLA2","849","2769","17911","1.043781884","1","1","0.954177057","No"
"653","GOTERM_BP_FAT","GO:1902533~positive regulation of intracellular signal transduction","47","4.761904762","0.324698258","CSF1R, 1810011O10RIK, FLT1, CSF1, SLC44A2, PTEN, NOD1, AKR1B3, CLU, ADRA1A, ABRA, ICAM1, JPH2, CCL9, CCL6, RB1CC1, P2RY1, ZC3H12A, PSAP, ARL6IP5, TNFSF10, CD36, LMCD1, XDH, TMED4, MAP2K3, CD74, ATP6AP1, ANGPT1, GSTO1, AI464131, STAT3, PTPN11, F3, DCN, PINK1, MAVS, KITL, AXL, TRPV4, CAT, RAPGEF1, FAS, PTPN6, GSTM7, FGFR3, SOS2","849","905","17911","1.095623711","1","1","0.954177057","No"
"654","GOTERM_BP_FAT","GO:0009893~positive regulation of metabolic process","148","14.99493414","0.338809176","CYFIP2, SLC27A1, NDUFA13, TFRC, CSF1, SERPINE1, CLU, ABRA, ICAM1, ZFP36, SCP2, ZC3H12A, NAMPT, TNFSF10, ARL6IP5, CDK5RAP1, ENPP2, MLYCD, JUNB, IER3, MAP2K3, DGAT2, ACSL1, DAPK1, ENTPD5, MAGI2, HFE2, PYGO1, MAPKAPK2, EEF1A2, FDX1, GPD1, NHLRC1, TRIB1, ATF5, ATF6, PFKFB2, PTGFR, CSF1R, MAOB, EPAS1, DCUN1D2, CREBL2, PIK3R1, HIGD1A, PSAP, PACSIN3, SLC38A3, STAT5B, ACE, BDNF, WFS1, EPHX2, ZBTB16, ESRRB, NR1D2, ELL2, FOSL2, NR4A1, MAVS, NR4A3, BCL6, KITL, TRPV4, MOB2, TOLLIP, ID1, CYCS, HIST1H4H, FGFR3, MRAP2, RET, CSRNP1, ABCD2, THRB, FLT1, ITGB2, PTEN, PRKAG1, ADRA1A, CYR61, HERPUD1, CSRP3, CYP26B1, SIX4, SMPD1, RB1CC1, CTSH, SCD1, CD36, CTSC, PARP3, ATP6AP1, STRADB, TESC, ICOSL, TFB2M, KLF15, F3, DCN, RGMA, IMPACT, IRF1, RAPGEF1, MAPRE3, PPARA, PLIN5, CEBPD, ROCK2, GSTP1, LRP5, NOD1, ADCY1, ADCY7, CST3, CCL9, CLEC3B, CCL6, P2RY1, APBB1, FNIP1, XDH, RXRG, EGLN1, ATAD1, CD74, IL33, EGLN3, GSN, ANGPT1, PCGF5, MID1IP1, STAT3, DTNBP1, PTPN11, SORBS1, SOD2, SORL1, SVIP, GCK, PINK1, GPAM, BC004004, KLF9, FAS, LPIN1, MURC, PNPLA2","849","3004","17911","1.039378983","1","1","0.954177057","No"
