"","Category","Term","Count","%","PValue","Genes","List Total","Pop Hits","Pop Total","Fold Enrichment","Bonferroni","Benjamini","FDR","Overlap"
"159","GOTERM_BP_FAT","GO:0009893~positive regulation of metabolic process","218","22.56728778","3.42E-14","DIXDC1, ANTXR1, MYC, CREB3L2, CHEK1, SOX9, SKP2, SOX4, SOX5, CDON, EPHA7, CPT1A, SMARCC1, STARD4, PRKCE, ATG10, CIRBP, SOX11, EBF3, SOX12, SFRP1, SOAT1, DNA2, MAML3, ZFPM2, EZR, TRIB2, SKAP1, CDCA2, MAGED1, EIF5A2, GATA6, NEDD4L, LPAR3, AKR1C18, PRDM16, ATG7, LYN, AFAP1L2, FZD2, H3F3B, BCL11B, BCL11A, PLK2, PBX3, IGF2, FN1, FZD8, MICAL2, CDC7, SMARCA1, TRERF1, PBX1, COL1A1, CCT6A, TPX2, VANGL2, FUBP3, ID2, HNRNPD, PEMT, EZH2, CDKN1C, TOP2A, CDKN1B, TGFB1I1, PRKAG2, TCF21, HIF3A, PTH1R, BRCA1, GLI3, PTMS, GLI2, ROBO1, AKAP12, GLIPR2, HEY2, BBS7, TEAD2, VAV3, ATPIF1, TCF12, TET1, EN1, SREBF2, RNF144A, TOX3, ANGPTL4, PABPC1, ARHGEF2, MDFI, ZFP821, RNASEL, PRICKLE1, NKD1, NKD2, PLAGL1, GPC3, PLAGL2, ZFP711, GDF11, WWOX, NPM1, NFYA, ATAD5, ATAD2, VEGFC, CENPE, CCDC3, AGRN, RAMP1, SCARB1, NRK, CTNND1, TNC, RORB, ACTG2, IGF1R, CCND2, CDH3, SALL1, CCND1, KHSRP, GRB10, PITX2, GUCY1A3, MID1, ARMCX3, ROR2, DNMT1, INSIG1, NPAS2, ZFP36L1, STK3, BCL2L11, CLSPN, ECT2, CD276, MAP2K6, CBX8, STIL, RBPMS, CBX3, VDR, TNK2, SMAD6, BMP7, CDK6, CDK2, NFE2L3, CDK1, KDM5B, BMP10, DYRK2, EDA, DOCK7, SLC40A1, HMGB2, HMGB1, LDB2, PPP1R9A, LMNB1, CKS1B, RBM3, CD1D1, MDK, SIX2, NCK2, MYBL2, WHSC1, YWHAH, KDM6B, CAMK1D, APAF1, PEG3, MKL1, CCNA2, PSRC1, TRAF4, DDAH2, ELF4, RNF207, ALDH1A2, HAND1, ITGA8, LCP2, CREB5, RBMS3, ZFP423, UHRF1, SRC, PRR5L, HMGCR, THBS1, THBS4, AURKB, AURKA, ERBB4, ERBB2, TBX20, E2F1, HNRNPA1, E2F7, E2F8, TCF7L2, TCF7L1, MEIS2, CTCFL, CD24A, REST, MEIS1, RAD51, SPRY2, STUB1, VIM, SSBP2, SSBP3","801","3004","17911","1.622721099","2.27E-10","1.70E-11","1.58E-11","No"
"160","GOTERM_BP_FAT","GO:0010604~positive regulation of macromolecule metabolic process","205","21.22153209","9.57E-14","DIXDC1, ANTXR1, MYC, CREB3L2, CHEK1, SOX9, SKP2, SOX4, SOX5, CDON, EPHA7, SMARCC1, PRKCE, ATG10, CIRBP, SOX11, EBF3, SOX12, SFRP1, SOAT1, DNA2, MAML3, ZFPM2, EZR, TRIB2, SKAP1, CDCA2, MAGED1, EIF5A2, GATA6, NEDD4L, LPAR3, PRDM16, ATG7, LYN, AFAP1L2, FZD2, H3F3B, BCL11B, BCL11A, PLK2, PBX3, IGF2, FN1, FZD8, MICAL2, CDC7, SMARCA1, TRERF1, PBX1, COL1A1, CCT6A, TPX2, VANGL2, FUBP3, ID2, HNRNPD, PEMT, EZH2, CDKN1C, TOP2A, CDKN1B, TGFB1I1, PRKAG2, TCF21, HIF3A, BRCA1, GLI3, PTMS, GLI2, ROBO1, GLIPR2, HEY2, BBS7, TEAD2, ATPIF1, TCF12, TET1, EN1, SREBF2, RNF144A, TOX3, PABPC1, ARHGEF2, MDFI, ZFP821, RNASEL, PRICKLE1, NKD1, NKD2, PLAGL1, GPC3, PLAGL2, ZFP711, GDF11, WWOX, NPM1, NFYA, ATAD5, ATAD2, VEGFC, CENPE, AGRN, RAMP1, NRK, CTNND1, TNC, RORB, ACTG2, IGF1R, CCND2, CDH3, SALL1, CCND1, KHSRP, PITX2, MID1, ARMCX3, ROR2, DNMT1, INSIG1, NPAS2, ZFP36L1, STK3, BCL2L11, CLSPN, ECT2, CD276, MAP2K6, CBX8, STIL, RBPMS, CBX3, VDR, TNK2, SMAD6, BMP7, CDK6, CDK2, NFE2L3, CDK1, KDM5B, BMP10, DYRK2, EDA, DOCK7, SLC40A1, HMGB2, HMGB1, LDB2, PPP1R9A, LMNB1, CKS1B, RBM3, CD1D1, MDK, SIX2, NCK2, MYBL2, WHSC1, YWHAH, KDM6B, APAF1, PEG3, MKL1, CCNA2, PSRC1, TRAF4, ELF4, RNF207, ALDH1A2, HAND1, ITGA8, LCP2, CREB5, RBMS3, ZFP423, UHRF1, SRC, PRR5L, HMGCR, THBS1, THBS4, AURKB, AURKA, ERBB4, ERBB2, TBX20, E2F1, HNRNPA1, E2F7, E2F8, TCF7L2, TCF7L1, MEIS2, CTCFL, CD24A, REST, MEIS1, RAD51, SPRY2, STUB1, VIM, SSBP2, SSBP3","801","2794","17911","1.640645596","6.35E-10","3.74E-11","3.46E-11","No"
"161","GOTERM_BP_FAT","GO:0031325~positive regulation of cellular metabolic process","200","20.70393375","1.04E-12","DIXDC1, ANTXR1, MYC, CREB3L2, CHEK1, SOX9, SKP2, SOX4, SOX5, CDON, EPHA7, CPT1A, SMARCC1, STARD4, PRKCE, ATG10, CIRBP, SOX11, EBF3, SOX12, SFRP1, SOAT1, DNA2, MAML3, ZFPM2, EZR, TRIB2, SKAP1, CDCA2, MAGED1, EIF5A2, GATA6, LPAR3, AKR1C18, PRDM16, ATG7, LYN, AFAP1L2, FZD2, BCL11B, PLK2, PBX3, IGF2, FZD8, MICAL2, CDC7, SMARCA1, TRERF1, PBX1, COL1A1, CCT6A, TPX2, VANGL2, FUBP3, ID2, HNRNPD, PEMT, EZH2, CDKN1C, TOP2A, CDKN1B, TGFB1I1, PRKAG2, TCF21, HIF3A, PTH1R, BRCA1, GLI3, PTMS, GLI2, ROBO1, AKAP12, GLIPR2, HEY2, BBS7, TEAD2, VAV3, ATPIF1, TCF12, TET1, EN1, SREBF2, RNF144A, TOX3, PABPC1, ARHGEF2, MDFI, ZFP821, RNASEL, PRICKLE1, NKD2, PLAGL1, PLAGL2, ZFP711, GDF11, WWOX, NPM1, NFYA, ATAD5, ATAD2, VEGFC, CENPE, AGRN, RAMP1, SCARB1, NRK, CTNND1, RORB, IGF1R, CCND2, CDH3, SALL1, CCND1, KHSRP, GRB10, PITX2, GUCY1A3, MID1, ARMCX3, ROR2, DNMT1, INSIG1, NPAS2, ZFP36L1, STK3, BCL2L11, CLSPN, ECT2, CD276, MAP2K6, CBX8, STIL, RBPMS, VDR, TNK2, SMAD6, BMP7, CDK2, NFE2L3, CDK1, BMP10, DYRK2, DOCK7, SLC40A1, HMGB2, HMGB1, LDB2, PPP1R9A, LMNB1, CKS1B, RBM3, CD1D1, MDK, SIX2, NCK2, MYBL2, WHSC1, YWHAH, KDM6B, APAF1, PEG3, MKL1, CCNA2, PSRC1, TRAF4, DDAH2, ELF4, HAND1, ITGA8, LCP2, CREB5, RBMS3, ZFP423, UHRF1, SRC, PRR5L, HMGCR, THBS1, THBS4, AURKB, AURKA, ERBB4, ERBB2, TBX20, E2F1, HNRNPA1, E2F7, E2F8, TCF7L2, TCF7L1, MEIS2, CTCFL, CD24A, REST, MEIS1, RAD51, SPRY2, STUB1, SSBP2, SSBP3","801","2769","17911","1.615081185","6.88E-09","3.27E-10","3.03E-10","No"
"162","GOTERM_BP_FAT","GO:0010557~positive regulation of macromolecule biosynthetic process","126","13.04347826","1.19E-10","RORB, IGF1R, SALL1, MYC, CREB3L2, CHEK1, SOX9, PITX2, SOX4, SOX5, CDON, SMARCC1, CIRBP, EBF3, SOX11, SOX12, ARMCX3, SFRP1, SOAT1, DNA2, MAML3, ROR2, ZFPM2, SKAP1, MAGED1, INSIG1, EIF5A2, GATA6, NPAS2, PRDM16, CD276, MAP2K6, CBX8, AFAP1L2, FZD2, BCL11B, VDR, PBX3, IGF2, FZD8, MICAL2, CDC7, SMARCA1, SMAD6, TRERF1, BMP7, PBX1, COL1A1, CCT6A, FUBP3, ID2, CDK2, NFE2L3, HNRNPD, CDK1, CDKN1C, TOP2A, BMP10, DYRK2, TGFB1I1, HMGB2, SLC40A1, TCF21, BRCA1, HIF3A, HMGB1, LDB2, GLI3, GLI2, PTMS, CKS1B, RBM3, CD1D1, MDK, SIX2, HEY2, NCK2, MYBL2, TEAD2, YWHAH, KDM6B, PEG3, TCF12, MKL1, EN1, TET1, SREBF2, CCNA2, TOX3, PSRC1, ELF4, HAND1, ITGA8, ARHGEF2, CREB5, RBMS3, ZFP821, RNASEL, ZFP423, SRC, THBS1, AURKB, ERBB4, PLAGL1, ERBB2, TBX20, E2F1, PLAGL2, HNRNPA1, E2F7, E2F8, ZFP711, WWOX, TCF7L2, TCF7L1, NPM1, NFYA, ATAD2, MEIS2, CTCFL, REST, MEIS1, AGRN, SSBP2, SSBP3, RAMP1","801","1577","17911","1.786595228","7.90E-07","1.86E-08","1.73E-08","No"
"163","GOTERM_BP_FAT","GO:0009891~positive regulation of biosynthetic process","135","13.97515528","1.84E-10","SCARB1, RORB, IGF1R, CDH3, SALL1, MYC, CREB3L2, CHEK1, SOX9, PITX2, SOX4, SOX5, CDON, GUCY1A3, SMARCC1, STARD4, CIRBP, EBF3, SOX11, SOX12, ARMCX3, SFRP1, SOAT1, DNA2, MAML3, ROR2, ZFPM2, SKAP1, MAGED1, INSIG1, EIF5A2, GATA6, NPAS2, PRDM16, CD276, MAP2K6, CBX8, AFAP1L2, FZD2, BCL11B, VDR, PBX3, IGF2, FZD8, MICAL2, CDC7, SMARCA1, SMAD6, TRERF1, BMP7, PBX1, COL1A1, CCT6A, FUBP3, ID2, CDK2, NFE2L3, HNRNPD, CDK1, PEMT, CDKN1C, TOP2A, BMP10, DYRK2, TGFB1I1, HMGB2, SLC40A1, TCF21, PTH1R, BRCA1, HIF3A, HMGB1, LDB2, GLI3, GLI2, PTMS, CKS1B, RBM3, AKAP12, CD1D1, MDK, SIX2, HEY2, NCK2, MYBL2, TEAD2, YWHAH, KDM6B, PEG3, TCF12, MKL1, EN1, TET1, SREBF2, CCNA2, TOX3, PSRC1, DDAH2, ELF4, HAND1, ITGA8, ARHGEF2, CREB5, RBMS3, ZFP821, RNASEL, ZFP423, SRC, THBS1, AURKB, ERBB4, PLAGL1, ERBB2, TBX20, E2F1, PLAGL2, HNRNPA1, E2F7, E2F8, ZFP711, WWOX, TCF7L2, TCF7L1, NPM1, NFYA, ATAD2, MEIS2, CTCFL, REST, MEIS1, CCDC3, AGRN, SSBP2, SSBP3, RAMP1","801","1744","17911","1.730910473","1.22E-06","2.66E-08","2.47E-08","No"
"164","GOTERM_BP_FAT","GO:0010628~positive regulation of gene expression","132","13.66459627","3.42E-10","CTNND1, TNC, RORB, ACTG2, IGF1R, CDH3, SALL1, MYC, CREB3L2, CHEK1, SOX9, PITX2, SOX4, SOX5, CDON, SMARCC1, CIRBP, EBF3, SOX11, SOX12, ARMCX3, SFRP1, MAML3, ROR2, EZR, ZFPM2, SKAP1, DNMT1, MAGED1, INSIG1, EIF5A2, GATA6, NPAS2, PRDM16, AFAP1L2, FZD2, BCL11B, H3F3B, VDR, CBX3, BCL11A, PBX3, IGF2, FN1, FZD8, MICAL2, SMARCA1, SMAD6, TRERF1, BMP7, PBX1, COL1A1, CDK6, FUBP3, ID2, CDK2, NFE2L3, HNRNPD, CDK1, CDKN1C, TOP2A, KDM5B, BMP10, EDA, TGFB1I1, HMGB2, SLC40A1, TCF21, BRCA1, HIF3A, HMGB1, LDB2, GLI3, GLI2, PTMS, CKS1B, RBM3, MDK, SIX2, HEY2, NCK2, MYBL2, TEAD2, YWHAH, KDM6B, PEG3, TCF12, MKL1, EN1, TET1, SREBF2, CCNA2, TOX3, PSRC1, ELF4, RNF207, ALDH1A2, HAND1, ITGA8, ARHGEF2, CREB5, RBMS3, ZFP821, RNASEL, ZFP423, SRC, THBS1, NKD2, ERBB4, PLAGL1, ERBB2, TBX20, E2F1, PLAGL2, E2F7, E2F8, ZFP711, WWOX, TCF7L2, TCF7L1, NPM1, NFYA, ATAD2, MEIS2, CTCFL, REST, MEIS1, SPRY2, VIM, AGRN, SSBP2, SSBP3","801","1708","17911","1.728117956","2.27E-06","4.72E-08","4.38E-08","No"
"165","GOTERM_BP_FAT","GO:0031328~positive regulation of cellular biosynthetic process","132","13.66459627","3.69E-10","SCARB1, RORB, IGF1R, CDH3, SALL1, MYC, CREB3L2, CHEK1, SOX9, PITX2, SOX4, SOX5, CDON, GUCY1A3, SMARCC1, STARD4, CIRBP, EBF3, SOX11, SOX12, ARMCX3, SFRP1, SOAT1, DNA2, MAML3, ROR2, ZFPM2, SKAP1, MAGED1, INSIG1, EIF5A2, GATA6, NPAS2, PRDM16, CD276, AFAP1L2, FZD2, BCL11B, VDR, PBX3, IGF2, FZD8, MICAL2, CDC7, SMARCA1, SMAD6, TRERF1, BMP7, PBX1, COL1A1, CCT6A, FUBP3, ID2, CDK2, NFE2L3, HNRNPD, CDK1, PEMT, CDKN1C, TOP2A, BMP10, DYRK2, TGFB1I1, HMGB2, SLC40A1, TCF21, PTH1R, BRCA1, HIF3A, HMGB1, LDB2, GLI3, GLI2, PTMS, CKS1B, RBM3, AKAP12, CD1D1, MDK, SIX2, HEY2, NCK2, MYBL2, TEAD2, YWHAH, KDM6B, PEG3, TCF12, MKL1, EN1, TET1, SREBF2, CCNA2, TOX3, PSRC1, DDAH2, ELF4, HAND1, ITGA8, ARHGEF2, CREB5, RBMS3, ZFP821, RNASEL, ZFP423, SRC, THBS1, AURKB, ERBB4, PLAGL1, ERBB2, TBX20, E2F1, PLAGL2, HNRNPA1, E2F7, E2F8, ZFP711, WWOX, TCF7L2, TCF7L1, NPM1, NFYA, ATAD2, MEIS2, CTCFL, REST, MEIS1, AGRN, SSBP2, SSBP3, RAMP1","801","1709","17911","1.727106769","2.45E-06","5.00E-08","4.63E-08","No"
"166","GOTERM_BP_FAT","GO:0051173~positive regulation of nitrogen compound metabolic process","132","13.66459627","1.24E-09","RORB, IGF1R, SALL1, KHSRP, MYC, CREB3L2, CHEK1, SOX9, PITX2, SOX4, SOX5, CDON, GUCY1A3, SMARCC1, CIRBP, EBF3, SOX11, SOX12, ARMCX3, SFRP1, DNA2, MAML3, ROR2, ZFPM2, SKAP1, DNMT1, MAGED1, INSIG1, EIF5A2, GATA6, NPAS2, ZFP36L1, PRDM16, CBX8, AFAP1L2, FZD2, BCL11B, VDR, PBX3, IGF2, FZD8, MICAL2, CDC7, SMARCA1, SMAD6, TRERF1, BMP7, PBX1, COL1A1, CCT6A, FUBP3, ID2, CDK2, NFE2L3, HNRNPD, CDK1, CDKN1C, TOP2A, BMP10, TGFB1I1, HMGB2, SLC40A1, TCF21, BRCA1, HIF3A, HMGB1, LDB2, GLI3, GLI2, PTMS, CKS1B, RBM3, AKAP12, MDK, SIX2, HEY2, NCK2, MYBL2, WHSC1, TEAD2, YWHAH, KDM6B, PEG3, TCF12, MKL1, EN1, TET1, SREBF2, CCNA2, TOX3, PSRC1, DDAH2, ELF4, HAND1, ITGA8, PABPC1, ARHGEF2, CREB5, RBMS3, ZFP821, RNASEL, ZFP423, SRC, PRR5L, THBS1, AURKB, ERBB4, PLAGL1, ERBB2, TBX20, E2F1, PLAGL2, HNRNPA1, E2F7, E2F8, ZFP711, WWOX, TCF7L2, TCF7L1, NPM1, ATAD5, NFYA, ATAD2, MEIS2, CTCFL, REST, MEIS1, RAD51, AGRN, SSBP2, SSBP3, RAMP1","801","1742","17911","1.694388903","8.20E-06","1.41E-07","1.31E-07","No"
"167","GOTERM_BP_FAT","GO:0006357~regulation of transcription from RNA polymerase II promoter","132","13.66459627","3.86E-09","EHMT1, BACH2, SALL1, CCND1, MYC, CREB3L2, CHEK1, SOX9, PITX2, HMGN2, SOX4, SOX5, CDON, SMARCC1, ARID5B, EBF3, SOX11, SOX12, FOXP2, SAP30, ARMCX3, SFRP1, CCNE1, TXNIP, MAML3, ROR2, EZR, ZFPM2, SKAP1, DNMT1, MAGED1, INSIG1, GATA6, PHF21A, NPAS2, BRIP1, ZFP57, PRDM16, CBX8, BCL11B, VDR, BCL11A, PBX3, IGF2, FZD8, MICAL2, SMAD6, TRERF1, BMP7, PBX1, CDK6, FUBP3, YEATS2, ID2, CDK2, NFE2L3, EZH2, CDKN1C, TOP2A, BMP10, HMGB2, SLC40A1, TCF21, CTDSPL2, BRCA1, HIF3A, HMGB1, LDB2, GLI3, GLI2, SIX2, HEY2, NCK2, HMG20A, MYBL2, WHSC1, BBS7, TEAD2, KDM6B, BRD3, KLF11, TGIF2, PEG3, TCF12, MKL1, EN1, TET1, MED27, SREBF2, SFPQ, RBL1, ELF4, HAND1, ITGA8, ARHGEF2, MDFI, CREB5, ZFP821, RNASEL, ZFP423, ZFP704, UHRF1, RNF2, AURKB, TCEAL8, TCEAL5, PLAGL1, TBX20, WBP5, GPC3, E2F1, PLAGL2, E2F7, JAZF1, E2F8, WWOX, TCF7L2, TCF7L1, MYEF2, NFYA, PCGF2, ATAD2, MEIS2, TBX18, GATAD2A, CTCFL, REST, MEIS1, ZFP395, AGRN, SSBP2, SSBP3","801","1774","17911","1.663824954","2.56E-05","3.66E-07","3.39E-07","No"
"168","GOTERM_BP_FAT","GO:0045935~positive regulation of nucleobase-containing compound metabolic process","124","12.83643892","4.74E-09","RORB, IGF1R, SALL1, KHSRP, MYC, CREB3L2, CHEK1, SOX9, PITX2, SOX4, SOX5, CDON, GUCY1A3, SMARCC1, EBF3, SOX11, SOX12, ARMCX3, SFRP1, DNA2, MAML3, ROR2, ZFPM2, SKAP1, DNMT1, MAGED1, INSIG1, GATA6, NPAS2, ZFP36L1, PRDM16, CBX8, AFAP1L2, FZD2, BCL11B, VDR, PBX3, IGF2, FZD8, MICAL2, CDC7, SMARCA1, SMAD6, TRERF1, BMP7, PBX1, COL1A1, CCT6A, FUBP3, ID2, CDK2, NFE2L3, CDK1, CDKN1C, TOP2A, BMP10, TGFB1I1, HMGB2, SLC40A1, TCF21, BRCA1, HIF3A, HMGB1, LDB2, GLI3, GLI2, CKS1B, AKAP12, MDK, SIX2, HEY2, NCK2, MYBL2, WHSC1, TEAD2, YWHAH, KDM6B, PEG3, TCF12, MKL1, EN1, TET1, SREBF2, CCNA2, TOX3, PSRC1, ELF4, HAND1, ITGA8, PABPC1, ARHGEF2, CREB5, ZFP821, RNASEL, ZFP423, SRC, PRR5L, AURKB, ERBB4, PLAGL1, ERBB2, TBX20, E2F1, PLAGL2, HNRNPA1, E2F7, E2F8, ZFP711, WWOX, TCF7L2, TCF7L1, NPM1, ATAD5, NFYA, ATAD2, MEIS2, CTCFL, REST, MEIS1, RAD51, AGRN, SSBP2, SSBP3, RAMP1","801","1637","17911","1.69379296","3.15E-05","4.37E-07","4.05E-07","No"
"169","GOTERM_BP_FAT","GO:0051254~positive regulation of RNA metabolic process","110","11.38716356","5.37E-09","RORB, IGF1R, SALL1, KHSRP, MYC, CREB3L2, CHEK1, SOX9, PITX2, SOX4, SOX5, CDON, SMARCC1, EBF3, SOX11, SOX12, ARMCX3, SFRP1, MAML3, ROR2, ZFPM2, SKAP1, MAGED1, INSIG1, GATA6, NPAS2, ZFP36L1, PRDM16, AFAP1L2, FZD2, BCL11B, VDR, PBX3, IGF2, FZD8, MICAL2, SMARCA1, SMAD6, TRERF1, BMP7, PBX1, COL1A1, FUBP3, ID2, CDK2, NFE2L3, CDKN1C, TOP2A, BMP10, TGFB1I1, HMGB2, SLC40A1, TCF21, BRCA1, HIF3A, HMGB1, LDB2, GLI3, GLI2, CKS1B, MDK, SIX2, HEY2, NCK2, MYBL2, TEAD2, YWHAH, KDM6B, PEG3, TCF12, MKL1, EN1, TET1, SREBF2, CCNA2, TOX3, PSRC1, ELF4, HAND1, ITGA8, PABPC1, ARHGEF2, CREB5, ZFP821, RNASEL, ZFP423, SRC, PRR5L, ERBB4, PLAGL1, ERBB2, TBX20, E2F1, PLAGL2, E2F7, E2F8, ZFP711, WWOX, TCF7L2, TCF7L1, NPM1, NFYA, ATAD2, MEIS2, CTCFL, REST, MEIS1, AGRN, SSBP2, SSBP3","801","1397","17911","1.760692835","3.56E-05","4.88E-07","4.52E-07","No"
"170","GOTERM_BP_FAT","GO:1903508~positive regulation of nucleic acid-templated transcription","106","10.97308489","8.14E-09","RORB, IGF1R, SALL1, MYC, CREB3L2, CHEK1, SOX9, PITX2, SOX4, SOX5, CDON, SMARCC1, EBF3, SOX11, SOX12, ARMCX3, SFRP1, MAML3, ROR2, ZFPM2, SKAP1, MAGED1, INSIG1, GATA6, NPAS2, PRDM16, AFAP1L2, FZD2, BCL11B, VDR, PBX3, IGF2, FZD8, MICAL2, SMARCA1, SMAD6, TRERF1, BMP7, PBX1, COL1A1, FUBP3, ID2, CDK2, NFE2L3, CDKN1C, TOP2A, BMP10, TGFB1I1, HMGB2, SLC40A1, TCF21, BRCA1, HIF3A, HMGB1, LDB2, GLI3, GLI2, CKS1B, MDK, SIX2, HEY2, NCK2, MYBL2, TEAD2, YWHAH, KDM6B, PEG3, TCF12, MKL1, EN1, TET1, SREBF2, CCNA2, TOX3, PSRC1, ELF4, HAND1, ITGA8, ARHGEF2, CREB5, ZFP821, RNASEL, ZFP423, SRC, ERBB4, PLAGL1, ERBB2, TBX20, E2F1, PLAGL2, E2F7, E2F8, ZFP711, WWOX, TCF7L2, TCF7L1, NPM1, NFYA, ATAD2, MEIS2, CTCFL, REST, MEIS1, AGRN, SSBP2, SSBP3","801","1339","17911","1.770160339","5.41E-05","7.02E-07","6.51E-07","No"
"171","GOTERM_BP_FAT","GO:0045893~positive regulation of transcription, DNA-templated","106","10.97308489","8.14E-09","RORB, IGF1R, SALL1, MYC, CREB3L2, CHEK1, SOX9, PITX2, SOX4, SOX5, CDON, SMARCC1, EBF3, SOX11, SOX12, ARMCX3, SFRP1, MAML3, ROR2, ZFPM2, SKAP1, MAGED1, INSIG1, GATA6, NPAS2, PRDM16, AFAP1L2, FZD2, BCL11B, VDR, PBX3, IGF2, FZD8, MICAL2, SMARCA1, SMAD6, TRERF1, BMP7, PBX1, COL1A1, FUBP3, ID2, CDK2, NFE2L3, CDKN1C, TOP2A, BMP10, TGFB1I1, HMGB2, SLC40A1, TCF21, BRCA1, HIF3A, HMGB1, LDB2, GLI3, GLI2, CKS1B, MDK, SIX2, HEY2, NCK2, MYBL2, TEAD2, YWHAH, KDM6B, PEG3, TCF12, MKL1, EN1, TET1, SREBF2, CCNA2, TOX3, PSRC1, ELF4, HAND1, ITGA8, ARHGEF2, CREB5, ZFP821, RNASEL, ZFP423, SRC, ERBB4, PLAGL1, ERBB2, TBX20, E2F1, PLAGL2, E2F7, E2F8, ZFP711, WWOX, TCF7L2, TCF7L1, NPM1, NFYA, ATAD2, MEIS2, CTCFL, REST, MEIS1, AGRN, SSBP2, SSBP3","801","1339","17911","1.770160339","5.41E-05","7.02E-07","6.51E-07","No"
"172","GOTERM_BP_FAT","GO:1902680~positive regulation of RNA biosynthetic process","106","10.97308489","9.61E-09","RORB, IGF1R, SALL1, MYC, CREB3L2, CHEK1, SOX9, PITX2, SOX4, SOX5, CDON, SMARCC1, EBF3, SOX11, SOX12, ARMCX3, SFRP1, MAML3, ROR2, ZFPM2, SKAP1, MAGED1, INSIG1, GATA6, NPAS2, PRDM16, AFAP1L2, FZD2, BCL11B, VDR, PBX3, IGF2, FZD8, MICAL2, SMARCA1, SMAD6, TRERF1, BMP7, PBX1, COL1A1, FUBP3, ID2, CDK2, NFE2L3, CDKN1C, TOP2A, BMP10, TGFB1I1, HMGB2, SLC40A1, TCF21, BRCA1, HIF3A, HMGB1, LDB2, GLI3, GLI2, CKS1B, MDK, SIX2, HEY2, NCK2, MYBL2, TEAD2, YWHAH, KDM6B, PEG3, TCF12, MKL1, EN1, TET1, SREBF2, CCNA2, TOX3, PSRC1, ELF4, HAND1, ITGA8, ARHGEF2, CREB5, ZFP821, RNASEL, ZFP423, SRC, ERBB4, PLAGL1, ERBB2, TBX20, E2F1, PLAGL2, E2F7, E2F8, ZFP711, WWOX, TCF7L2, TCF7L1, NPM1, NFYA, ATAD2, MEIS2, CTCFL, REST, MEIS1, AGRN, SSBP2, SSBP3","801","1343","17911","1.764888082","6.38E-05","8.07E-07","7.48E-07","No"
"173","GOTERM_BP_FAT","GO:0006351~transcription, DNA-templated","199","20.60041408","6.77E-08","EHMT1, BACH2, MYC, CREB3L2, CHEK1, SOX9, SOX4, SOX5, CDON, SMARCC1, SOX11, EBF3, ZFP618, SOX12, SND1, DKK3, SFRP1, TXNIP, MAML3, ZFPM2, EZR, TRIB2, SKAP1, ASF1B, CASZ1, MAGED1, GATA6, CDCA7, MBTD1, BRIP1, PRDM16, TNRC18, AFAP1L2, FZD2, H3F3B, BCL11B, BCL11A, PBX3, IGF2, FZD8, MICAL2, SMARCA1, TRERF1, PBX1, COL1A1, FUBP3, ID2, PPP1R1B, HNRNPD, EZH2, CDKN1C, TOP2A, ZCCHC11, CDKN1B, TGFB1I1, TCF21, HIF3A, PTPRK, BRCA1, GLI3, GLI2, CHAF1B, HEY2, BBS7, TEAD2, BRD3, HELLS, TCF12, TET1, EN1, DYNLL1, MED27, SREBF2, TOX3, ARHGEF2, MDFI, ZFP821, PRIM2, RNASEL, ZFP704, PRIM1, ZFP827, PRICKLE1, TCEAL8, TCEAL5, PLAGL1, GPC3, PLAGL2, RUNX1T1, ZFP711, WWOX, NPM1, MYEF2, NFYA, PCGF2, ATAD2, WTIP, GATAD2A, ZFP395, AGRN, CTNND1, RORB, TTF2, IGF1R, SALL1, CCND1, BASP1, KHSRP, PITX2, HMGN2, ARID5B, FOXP2, SAP30, ARMCX3, HIC2, CCNE1, FANCD2, ROR2, DNMT1, INSIG1, FHIT, GTF2E1, NPAS2, PHF21A, STK3, ZFP57, MAP2K6, CBX8, RBPMS, CBX3, VDR, NONO, SMAD6, BMP7, CNOT6, CDK6, YEATS2, CDK2, NFE2L3, KDM5B, BMP10, EDA, ZFP521, CDCA7L, SLC40A1, HMGB2, CTDSPL2, HMGB1, LDB2, CKS1B, MDK, SIX2, NCK2, HMG20A, MYBL2, LRRFIP1, WHSC1, YWHAH, KDM6B, KLF11, CAMK1D, TGIF2, PEG3, COMMD10, H2AFX, MKL1, CCNA2, SFPQ, RBL1, PSRC1, ELF4, HAND1, ITGA8, BIRC5, CREB5, ZFP423, UHRF1, SRC, HDAC8, RNF2, AURKB, ERBB4, ERBB2, TBX20, E2F1, WBP5, E2F7, JAZF1, E2F8, SMARCE1, TCF7L2, TCF7L1, MEIS2, TBX18, CTCFL, REST, MEIS1, SSBP2, SSBP3","801","3129","17911","1.422115373","4.50E-04","4.41E-06","4.09E-06","No"
